,epoch,Training Loss,Valid. Loss,Pearson,Pearson Some,Kappa,Kappa Some,Learning Rate,Weight Decay,Dropout,Epsilon,Training Time,Validation Time
14,1,1.3983952721884085,1.3784480094909668,-0.07654774919695304,-0.08747005883506166,-0.021414261020335834,-0.05969318814084734,2e-05,0.8,0.1,1e-08,0:00:19,0:00:20
15,2,1.389726993649505,1.4569557905197144,0.0228201515151326,0.04579923923370166,0.008625290317194723,0.03209271227991961,2e-05,0.8,0.1,1e-08,0:00:17,0:00:19
16,3,1.3983032287553299,1.3611476421356201,0.0,0.0,0.0,0.0,2e-05,0.8,0.1,1e-08,0:00:17,0:00:19
17,4,1.3835251303606255,1.367016077041626,0.025154367124842283,0.055448089926722094,0.011407458065006426,0.051863012111027396,2e-05,0.8,0.1,1e-08,0:00:17,0:00:19
18,5,1.3239470470783323,1.1883007287979126,0.5727325065943734,0.41040003731593716,0.5259661758360994,0.37366139358617323,2e-05,0.8,0.1,1e-08,0:00:17,0:00:19
19,6,1.0750020077062208,1.124061942100525,0.648660587677506,0.4873454886474995,0.5943470452407423,0.4441404185193246,2e-05,0.8,0.1,1e-08,0:00:17,0:00:19
20,7,0.8339922247931014,1.1784772872924805,0.6477934110457583,0.5303192513958825,0.593753913823248,0.520140466845693,2e-05,0.8,0.1,1e-08,0:00:17,0:00:19
21,1,1.389653480330179,1.3926212787628174,-0.09861135771704153,-0.0028442678290511968,-0.025745389394145946,-0.0017680796929577802,2e-05,0.9,0.1,1e-06,0:00:17,0:00:19
22,2,1.3870631650436755,1.346834659576416,0.0,0.0,0.0,0.0,2e-05,0.9,0.1,1e-06,0:00:17,0:00:19
23,3,1.3870773259983507,1.3360880613327026,0.0,0.0,0.0,0.0,2e-05,0.9,0.1,1e-06,0:00:17,0:00:19
24,4,1.3840968608856201,1.3462637662887573,0.15863374305314917,0.269449074741178,0.14761223362882314,0.21641361335879017,2e-05,0.9,0.1,1e-06,0:00:17,0:00:19
25,5,1.3775893006213875,1.3062946796417236,0.297538254479975,0.30980266244428895,0.283085060036534,0.22609846917666543,2e-05,0.9,0.1,1e-06,0:00:17,0:00:19
26,6,1.2842502344486326,1.3318005800247192,0.42046641795414424,0.31562255168286024,0.32013942621904035,0.27120370100963087,2e-05,0.9,0.1,1e-06,0:00:17,0:00:19
27,7,1.0979630475820497,1.1501238346099854,0.565046427935012,0.4414762491885883,0.5489036844674053,0.3904927506584499,2e-05,0.9,0.1,1e-06,0:00:17,0:00:19
