,epoch,Training Loss,Valid. Loss,Pearson,Pearson Some,Kappa,Kappa Some,Learning Rate,Weight Decay,Dropout,Epsilon,Training Time,Validation Time
0,1,1.0403754993488914,1.039361834526062,0.0,0.0,0.0,0.0,2e-05,0.8,0.1,1e-06,0:00:28,0:00:29
1,2,1.0227164375154596,1.0474501848220825,0.0,0.0,0.0,0.0,2e-05,0.8,0.1,1e-06,0:00:28,0:00:29
2,3,0.9913293029132643,0.9793549180030823,0.0,0.0,0.0,0.0,2e-05,0.8,0.1,1e-06,0:00:28,0:00:29
3,4,0.8054005038319972,0.9037933945655823,0.46833690241492554,0.2885021900564332,0.46302071241678333,0.21606989048849512,2e-05,0.8,0.1,1e-06,0:00:28,0:00:29
4,5,0.6765831238345096,0.9296144843101501,0.48606542676767706,0.3651389568463556,0.47884336273305794,0.28907404918693735,2e-05,0.8,0.1,1e-06,0:00:28,0:00:29
5,6,0.5219259277770394,1.0503498315811157,0.5246907368379733,0.3432731947112018,0.5157709836031563,0.29914678739334843,2e-05,0.8,0.1,1e-06,0:00:28,0:00:29
6,7,0.4224770738367449,1.1466848850250244,0.5155600273861721,0.3893963623215467,0.515426286972392,0.2992160922940392,2e-05,0.8,0.1,1e-06,0:00:28,0:00:29
7,1,1.0651545315458064,1.0406721830368042,0.0,0.0,0.0,0.0,2e-05,0.8,0.1,1e-07,0:00:28,0:00:29
8,2,1.0073220322006626,0.9940018653869629,0.0,0.0,0.0,0.0,2e-05,0.8,0.1,1e-07,0:00:28,0:00:29
9,3,0.8517942940979674,0.9387748837471008,0.4591726560131737,0.2879852657977642,0.44982751643702246,0.19062544522011682,2e-05,0.8,0.1,1e-07,0:00:28,0:00:29
10,4,0.6963597509944648,0.9331029057502747,0.49369301819305766,0.4192885819132588,0.49196244664019817,0.3383390627827032,2e-05,0.8,0.1,1e-07,0:00:28,0:00:29
11,5,0.5576450835194504,1.0346193313598633,0.5102388748449533,0.4430587040291738,0.49164683580042745,0.27742438011164483,2e-05,0.8,0.1,1e-07,0:00:28,0:00:29
12,6,0.4492038781182808,0.9848252534866333,0.5584615114502806,0.4262681743538248,0.5519791477238285,0.3096712720343021,2e-05,0.8,0.1,1e-07,0:00:28,0:00:29
13,7,0.353050343038743,1.087439775466919,0.539333602683278,0.42971788549917056,0.5327949826812322,0.3071623137317737,2e-05,0.8,0.1,1e-07,0:00:28,0:00:29
14,1,1.0243315675802398,1.0280855894088745,0.0,0.0,0.0,0.0,2e-05,0.8,0.1,1e-08,0:00:28,0:00:29
15,2,0.9227977834249798,0.8882027268409729,0.3201625662826943,0.33519523032637544,0.20416199328959217,0.09851930707442169,2e-05,0.8,0.1,1e-08,0:00:28,0:00:29
16,3,0.735720131480903,0.8476238250732422,0.5791298508581247,0.4351492334862931,0.5660916454910943,0.36976917349218164,2e-05,0.8,0.1,1e-08,0:00:28,0:00:29
17,4,0.5936125323437808,0.921303391456604,0.5651006592985229,0.4216502719450303,0.5648171205357972,0.3455443857556654,2e-05,0.8,0.1,1e-08,0:00:28,0:00:29
18,5,0.47749563345783635,0.8623059391975403,0.6186275323494247,0.46482806720352593,0.6183630874593271,0.388817124930799,2e-05,0.8,0.1,1e-08,0:00:28,0:00:29
19,6,0.37554125069526206,1.1781408786773682,0.5557608055967211,0.41332370385054146,0.5514483497625878,0.30397003745318363,2e-05,0.8,0.1,1e-08,0:00:28,0:00:29
20,7,0.30823050204076263,1.36052668094635,0.5587881702173718,0.38976128021200346,0.5537707102282807,0.28851235815327225,2e-05,0.8,0.1,1e-08,0:00:28,0:00:29
21,1,1.0357741839007328,1.0250838994979858,0.0,0.0,0.0,0.0,2e-05,0.85,0.1,1e-06,0:00:28,0:00:29
22,2,0.9472324398525974,0.9367713332176208,0.15966665888521447,0.23479356328889633,0.08171008993613227,0.04798312681254946,2e-05,0.85,0.1,1e-06,0:00:28,0:00:29
23,3,0.7560055742138311,0.9280824661254883,0.4857101108425816,0.39933025003382266,0.48058791752030905,0.2764408968188755,2e-05,0.85,0.1,1e-06,0:00:28,0:00:29
24,4,0.6248383467134676,0.9377149343490601,0.4815221731458593,0.43171049575666604,0.46595031560863,0.26649076517150394,2e-05,0.85,0.1,1e-06,0:00:28,0:00:30
25,5,0.5013607034557744,0.9898689985275269,0.5261640368833568,0.31392660797043787,0.5187408357771262,0.27074092327911947,2e-05,0.85,0.1,1e-06,0:00:28,0:00:29
26,6,0.41074700026135696,0.9471839666366577,0.5934878682290433,0.4001718128704929,0.590881356476501,0.3216821409066084,2e-05,0.85,0.1,1e-06,0:00:28,0:00:29
27,7,0.3267621154847898,1.1756842136383057,0.5309199311657326,0.3454837201017723,0.5279670895846015,0.2596169322388542,2e-05,0.85,0.1,1e-06,0:00:28,0:00:29
28,1,1.0290306733365644,1.0314068794250488,0.0,0.0,0.0,0.0,2e-05,0.85,0.1,1e-07,0:00:27,0:00:29
29,2,0.9423832328696,0.9033712148666382,0.37598631995990867,0.30496058809980064,0.3595789652571987,0.17446307737569866,2e-05,0.85,0.1,1e-07,0:00:28,0:00:29
30,3,0.7781775975436495,0.8664678931236267,0.4965964694960051,0.41649904439791485,0.49410426485344894,0.2980251346499102,2e-05,0.85,0.1,1e-07,0:00:27,0:00:29
31,4,0.6527719884588007,0.9311766624450684,0.5200660376172248,0.3844667522735429,0.5093757833046204,0.2605215951428177,2e-05,0.85,0.1,1e-07,0:00:27,0:00:29
32,5,0.5436953185943135,0.940759003162384,0.5154436036178777,0.3572759414675011,0.48571031626877237,0.21829615211858067,2e-05,0.85,0.1,1e-07,0:00:27,0:00:29
33,6,0.45445518430910614,1.0137990713119507,0.5590688211949396,0.4380998371358647,0.5571281160877131,0.3311678267594741,2e-05,0.85,0.1,1e-07,0:00:27,0:00:29
34,7,0.37873148081595437,1.067903995513916,0.6116161567356562,0.46486325123098604,0.6028552779126011,0.349543024659424,2e-05,0.85,0.1,1e-07,0:00:27,0:00:29
35,1,1.0303627984565602,1.0423768758773804,0.0,0.0,0.0,0.0,2e-05,0.85,0.1,1e-08,0:00:28,0:00:29
36,2,0.9529553829577931,0.9450832605361938,0.36440360145143164,0.2804991091305196,0.31860827834433114,0.13548387096774195,2e-05,0.85,0.1,1e-08,0:00:27,0:00:29
37,3,0.761372906597037,0.8910301327705383,0.4865924217405946,0.3803625607345241,0.48292896833825516,0.26691063628851386,2e-05,0.85,0.1,1e-08,0:00:28,0:00:29
38,4,0.6173428866946906,0.9136345982551575,0.518425741019817,0.363517326805571,0.5165325939988255,0.27231971307800684,2e-05,0.85,0.1,1e-08,0:00:28,0:00:29
