Unnamed: 0,epoch,Training Loss on 1 ordinal,"Valid. Loss on 1 ordinal, real","Valid. Loss on 1 ordinal, weighted",Pearson on 1 ordinal,Kappa on 1 ordinal,Learning Rate,Training Time,Validation Time
0,1,0.7128926889840946,0.6709655523300171,0.6709655523300171,0.0,0.0,2e-05,0:00:19,0:00:20
1,2,0.7078112557876942,0.7002733945846558,0.7002733945846558,0.06657742889938942,0.014014446991651884,2e-05,0:00:19,0:00:20
2,3,0.663283298181933,0.6063644289970398,0.6063644289970398,0.4311249729550864,0.3823514665329656,2e-05,0:00:19,0:00:20
3,4,0.4867676184620968,0.4720441699028015,0.4720441699028015,0.5632596206390298,0.5547815756790324,2e-05,0:00:19,0:00:20
4,5,0.30830239158037104,0.7124233245849609,0.7124233245849609,0.4732540871751518,0.3962754226905171,2e-05,0:00:19,0:00:20
5,6,0.18850053257720412,0.7475793361663818,0.7475793361663818,0.5286361161137445,0.4884542522144284,2e-05,0:00:19,0:00:20
6,7,0.10508460763755233,0.733591616153717,0.733591616153717,0.5340018019623594,0.5326983775402847,2e-05,0:00:20,0:00:21
7,8,0.1002612262097902,0.8117115497589111,0.8117115497589111,0.5217319996066774,0.5190822091548484,2e-05,0:00:19,0:00:20
8,9,0.06625243882800258,0.8879238963127136,0.8879238963127136,0.5611572495633517,0.5536729280571645,2e-05,0:00:19,0:00:20
9,10,0.051042857081737635,1.238555669784546,1.238555669784546,0.5392701594781485,0.495204081632653,2e-05,0:00:19,0:00:20
0,1,0.6976518589396811,0.680344820022583,0.680344820022583,0.18776032295415865,0.14736538738652186,2.9999999999999997e-05,0:00:19,0:00:20
1,2,0.5537682882575101,0.6547273993492126,0.6547273993492126,0.4233964754970528,0.3567955204086646,2.9999999999999997e-05,0:00:19,0:00:20
2,3,0.3764707328275193,0.65364009141922,0.65364009141922,0.4864758092545514,0.4281003297691616,2.9999999999999997e-05,0:00:19,0:00:20
3,4,0.24331684219975805,0.8325744867324829,0.8325744867324829,0.4726008466517047,0.4114194767731025,2.9999999999999997e-05,0:00:19,0:00:20
4,5,0.1182833562150251,0.9059165120124816,0.9059165120124816,0.5371666537831767,0.5212037577623267,2.9999999999999997e-05,0:00:19,0:00:20
5,6,0.09552765888876694,0.7740946412086487,0.7740946412086487,0.5490186760147564,0.5292255750158261,2.9999999999999997e-05,0:00:19,0:00:20
6,7,0.07548828371042429,1.4058175086975098,1.4058175086975098,0.4679580480118067,0.4128857986093741,2.9999999999999997e-05,0:00:19,0:00:20
7,8,0.0417455252433239,0.9862093329429626,0.9862093329429626,0.5676371860521779,0.5569824297458492,2.9999999999999997e-05,0:00:19,0:00:20
8,9,0.062098863426336026,1.3649510145187378,1.3649510145187378,0.5191754055478329,0.4879942040985304,2.9999999999999997e-05,0:00:20,0:00:21
9,10,0.03545895807964857,1.2736914157867432,1.2736914157867432,0.5400211870917888,0.5048213272830402,2.9999999999999997e-05,0:00:20,0:00:21
0,1,0.7046669777049575,0.6744167804718018,0.6744167804718018,0.0,0.0,5e-05,0:00:19,0:00:20
1,2,0.692218306452729,0.6831215023994446,0.6831215023994446,0.23722809810537124,0.2348076818453838,5e-05,0:00:19,0:00:20
2,3,0.5771964622098346,0.5284016728401184,0.5284016728401184,0.4702915012777674,0.4676180021953898,5e-05,0:00:19,0:00:20
3,4,0.4163852098376252,0.8442020416259766,0.8442020416259766,0.4268694510769376,0.3491199066420305,5e-05,0:00:19,0:00:20
4,5,0.22935154392968776,0.5633679628372192,0.5633679628372192,0.4889122628179213,0.4410634856449656,5e-05,0:00:19,0:00:21
5,6,0.1750642979127723,0.8436956405639648,0.8436956405639648,0.4860161102229944,0.4517521323604974,5e-05,0:00:19,0:00:20
6,7,0.11238809298117493,0.7948728799819946,0.7948728799819946,0.5309367878791013,0.5302797242636585,5e-05,0:00:19,0:00:20
7,8,0.09112305796250354,0.7488978505134583,0.7488978505134583,0.4767096501736393,0.4658076244452761,5e-05,0:00:19,0:00:20
8,9,0.05543184397352297,0.9978106617927552,0.9978106617927552,0.485294995810081,0.4852658913853449,5e-05,0:00:19,0:00:20
9,10,0.04101039902415386,1.465473175048828,1.465473175048828,0.4640827723888692,0.4473517619751003,5e-05,0:00:19,0:00:20
