Unnamed: 0,epoch,Training Loss on 1 ordinal,"Valid. Loss on 1 ordinal, real","Valid. Loss on 1 ordinal, weighted",Pearson on 1 ordinal,Kappa on 1 ordinal,Learning Rate,Training Time,Validation Time
0,1,0.6997740021566066,0.6691198348999023,0.654633641242981,0.300925020589013,0.19332406119610568,2e-05,0:00:17,0:00:18
1,2,0.6148631834402317,0.5339861512184143,0.5478735566139221,0.5197727771576472,0.5058795296376289,2e-05,0:00:17,0:00:18
2,3,0.44165483117103577,0.5034416913986206,0.4854499101638794,0.5126894830753611,0.5056818181818182,2e-05,0:00:17,0:00:18
3,4,0.3090602664685831,0.5167323946952821,0.4987418055534363,0.5266108267169204,0.5194128787878788,2e-05,0:00:17,0:00:18
4,5,0.21222008455817293,0.5959091186523438,0.5619887709617615,0.5613950273630324,0.5477315689981097,2e-05,0:00:17,0:00:18
5,6,0.16737771697524118,0.6618874669075012,0.6685840487480164,0.5579379604547378,0.5578847070033349,2e-05,0:00:17,0:00:18
6,7,0.11856054848559745,0.8306466341018677,0.7708567976951599,0.4828678436481477,0.4662576687116564,2e-05,0:00:17,0:00:18
7,8,0.06708867495834099,0.9635598063468932,0.921272039413452,0.5655567129867665,0.5601895734597157,2e-05,0:00:17,0:00:18
8,9,0.08848120928628415,0.8569020628929138,0.8685968518257141,0.5925361607506215,0.5925220290545368,2e-05,0:00:17,0:00:18
9,10,0.08002740188456345,0.9869139790534972,0.9623854756355286,0.5493523389165345,0.5460151802656547,2e-05,0:00:17,0:00:18
0,1,0.7083695007533561,0.6964372396469116,0.6833423972129822,0.0,0.0,2.9999999999999997e-05,0:00:17,0:00:18
1,2,0.6750159045545067,0.6336015462875366,0.6182136535644531,0.2652965339552228,0.25465692053760897,2.9999999999999997e-05,0:00:17,0:00:18
2,3,0.5399693432377606,0.6610562205314636,0.6189401149749756,0.3524686083051305,0.3195682778038479,2.9999999999999997e-05,0:00:17,0:00:18
3,4,0.3559495723102151,0.5725690722465515,0.5395976901054382,0.4949659241239719,0.4796978281397545,2.9999999999999997e-05,0:00:17,0:00:18
4,5,0.24082974853312095,0.6650258302688599,0.6302135586738586,0.5157504007687143,0.5061494796594135,2.9999999999999997e-05,0:00:17,0:00:18
5,6,0.1450097656740648,1.0681822299957275,0.9851403832435608,0.4124433321519084,0.3800798684519615,2.9999999999999997e-05,0:00:17,0:00:18
6,7,0.0867019666404259,0.9541117548942566,0.9110541939735411,0.4785779801838808,0.4714792899408283,2.9999999999999997e-05,0:00:17,0:00:18
7,8,0.1304842273636562,0.8911269903182983,0.9131643176078796,0.5314112900415958,0.5289058767319637,2.9999999999999997e-05,0:00:17,0:00:18
8,9,0.09934855411226702,1.3085957765579224,1.2098451852798462,0.4250316219991732,0.3995294117647059,2.9999999999999997e-05,0:00:17,0:00:18
9,10,0.06403649746860582,1.501437425613403,1.436647891998291,0.4445991252077121,0.4316410861865407,2.9999999999999997e-05,0:00:17,0:00:18
0,1,0.6554069017491689,0.6425138711929321,0.6006132960319519,0.3863200332077033,0.35919134931828856,5e-05,0:00:17,0:00:18
1,2,0.4821908906465624,0.5363337993621826,0.5709924697875977,0.5144296628434559,0.4907385133509742,5e-05,0:00:17,0:00:18
2,3,0.3126640452480898,0.584564745426178,0.5397860407829285,0.5354519335068345,0.5019995295224653,5e-05,0:00:17,0:00:18
3,4,0.1766739215747249,0.7213307619094849,0.7351615428924559,0.5309671109384226,0.5291308500477555,5e-05,0:00:17,0:00:18
4,5,0.14972726456684676,0.9516854286193848,0.8932648301124573,0.4728121987985734,0.4590318772136954,5e-05,0:00:17,0:00:18
5,6,0.1424486600884759,0.9969929456710817,0.9491559267044068,0.5088906263343189,0.5049786628733997,5e-05,0:00:17,0:00:18
6,7,0.08944599093619461,1.0623394250869749,0.9834423065185548,0.5336160032607559,0.514272234017457,5e-05,0:00:17,0:00:18
7,8,0.07162187423943203,1.285023808479309,1.2441539764404297,0.4974222573592802,0.4917100900047371,5e-05,0:00:17,0:00:18
8,9,0.09510843271798478,1.076232671737671,1.0131546258926392,0.5674359261222424,0.5544788466083668,5e-05,0:00:17,0:00:18
9,10,0.05654649853297487,1.178719997406006,1.1419825553894043,0.5568179875634243,0.5529997628645957,5e-05,0:00:17,0:00:18
