Unnamed: 0,epoch,Training Loss on 1 ordinal,"Valid. Loss on 1 ordinal, real","Valid. Loss on 1 ordinal, weighted",Pearson on 1 ordinal,Kappa on 1 ordinal,Learning Rate,Training Time,Validation Time
0,1,0.7041136377897018,0.7344008088111877,0.7200378775596619,0.0,0.0,2e-05,0:00:18,0:00:19
1,2,0.6994698643684387,0.7444932460784912,0.7266647219657898,0.0,0.0,2e-05,0:00:17,0:00:18
2,3,0.6752544687344477,0.6345828175544739,0.6324586272239685,0.2996766193769728,0.2921877643445556,2e-05,0:00:17,0:00:19
3,4,0.4997320381494669,0.5879494547843933,0.5690785050392151,0.4942732484203701,0.4759646807038228,2e-05,0:00:17,0:00:18
4,5,0.3469816744327545,0.6916887760162354,0.6562762260437012,0.4493778568437633,0.4136182364236128,2e-05,0:00:17,0:00:18
5,6,0.23592153363502946,0.6718463897705078,0.6504437327384949,0.4713270380427532,0.44792799170691,2e-05,0:00:17,0:00:19
6,7,0.1516681066594827,0.9964049458503724,0.9387799501419068,0.4422506766029147,0.40786440677966096,2e-05,0:00:17,0:00:18
7,8,0.10684285140954533,0.9562643766403198,0.9383070468902588,0.5142415932860419,0.5045778764433119,2e-05,0:00:17,0:00:19
8,9,0.06290891315811911,1.1393355131149292,1.0709984302520752,0.5233785165369567,0.4899654497149914,2e-05,0:00:17,0:00:19
9,10,0.03619234225688837,1.3035978078842163,1.2711671590805054,0.4929822042894205,0.4837179975567145,2e-05,0:00:17,0:00:18
0,1,0.7055346308610378,0.7046777009963989,0.7003400921821594,0.0,0.0,2.9999999999999997e-05,0:00:17,0:00:18
1,2,0.7050796609658462,0.7076607346534729,0.7022414207458496,0.0,0.0,2.9999999999999997e-05,0:00:17,0:00:18
2,3,0.7037140421378307,0.7316050529479979,0.7186044454574585,0.0,0.0,2.9999999999999997e-05,0:00:17,0:00:18
3,4,0.7065355777740479,0.7251976728439331,0.7140429019927979,0.0,0.0,2.9999999999999997e-05,0:00:17,0:00:18
4,5,0.7046579749156268,0.6756501793861389,0.6832111477851868,0.0,0.0,2.9999999999999997e-05,0:00:17,0:00:19
5,6,0.7007192831773025,0.7478767037391663,0.7294591665267944,0.0,0.0,2.9999999999999997e-05,0:00:17,0:00:18
6,7,0.6678286011402423,0.9871005415916444,0.9301434159278871,0.034498193894516346,0.018689834273735276,2.9999999999999997e-05,0:00:17,0:00:18
7,8,0.5164646078378726,0.6737066507339478,0.6528280973434448,0.40358633314681497,0.3684532550171317,2.9999999999999997e-05,0:00:17,0:00:19
8,9,0.35772451701072544,0.6470702290534973,0.6393167972564697,0.43161379701837216,0.40260660854858177,2.9999999999999997e-05,0:00:18,0:00:20
9,10,0.22237510620974574,0.8238668441772461,0.8054559826850891,0.43391826781769627,0.41669115486335584,2.9999999999999997e-05,0:00:17,0:00:18
0,1,0.6732742060453464,0.5239660739898682,0.5456990003585815,0.4487083135454726,0.4427418411510119,5e-05,0:00:17,0:00:19
1,2,0.4292861968278885,0.6930289268493652,0.647413432598114,0.4439233898305333,0.3762691992027202,5e-05,0:00:18,0:00:20
2,3,0.2483872449359833,0.6254791617393494,0.6766745448112488,0.5551122363835462,0.5487979017922191,5e-05,0:00:18,0:00:19
3,4,0.1972202228812071,0.6703758835792542,0.6846265196800232,0.5307233219553854,0.5302163024932578,5e-05,0:00:17,0:00:19
4,5,0.10624896968977574,1.2144436836242676,1.1321254968643188,0.4937544891806144,0.44295529320688987,5e-05,0:00:17,0:00:18
5,6,0.04026917457723847,1.0026477575302124,1.0205323696136477,0.5363169222321181,0.5299900232790157,5e-05,0:00:17,0:00:18
6,7,0.06797674718874101,1.2153971195220947,1.1767418384552002,0.5538902148893778,0.532642354446577,5e-05,0:00:17,0:00:18
7,8,0.034157045236311086,1.1552432775497437,1.1494814157485962,0.5239069508240749,0.5164433617539586,5e-05,0:00:17,0:00:19
8,9,0.018448032771583456,1.4552791118621826,1.4628524780273438,0.4822839711980997,0.4783319924912846,5e-05,0:00:17,0:00:19
9,10,0.021804683568263542,1.728473663330078,1.6700156927108765,0.5048401024657598,0.4861401237969525,5e-05,0:00:17,0:00:18
