Unnamed: 0,epoch,Training Loss on 1 ordinal,"Valid. Loss on 1 ordinal, real","Valid. Loss on 1 ordinal, weighted",Pearson on 1 ordinal,Kappa on 1 ordinal,Learning Rate,Training Time,Validation Time
0,1,0.7114919964657274,0.6018069982528687,0.6468687653541565,-0.02800215679819644,-0.010019646365422295,2e-05,0:00:19,0:00:20
1,2,0.6290554092373959,0.8159974813461304,0.7111914753913879,0.23218721250420374,0.1415098902161822,2e-05,0:00:19,0:00:20
2,3,0.4454265430916187,0.421725332736969,0.4840802848339081,0.38906856520795496,0.3790193510839518,2e-05,0:00:19,0:00:20
3,4,0.3140023842800495,0.4274694323539734,0.5532679557800293,0.3565521812459503,0.3529626348428787,2e-05,0:00:19,0:00:20
4,5,0.24239087971143944,0.4330513179302216,0.4918597042560578,0.4427854289814464,0.4271116527608512,2e-05,0:00:19,0:00:20
5,6,0.1867228685769924,0.44702965021133423,0.6664575934410095,0.34508280047807444,0.343843761933337,2e-05,0:00:19,0:00:20
6,7,0.16475499070487742,0.4586336612701416,0.7015604972839355,0.4104939965482161,0.4101019201531618,2e-05,0:00:20,0:00:21
7,8,0.08779394288742265,0.9250000715255736,0.8579729199409485,0.4336942062225421,0.3712413122546724,2e-05,0:00:19,0:00:20
8,9,0.10436658595883568,0.5129057168960571,0.8241723775863647,0.4165534673281689,0.4163260672116258,2e-05,0:00:19,0:00:20
9,10,0.0931749792206426,0.7467947006225586,0.7886181473731995,0.4119802002090063,0.3727446910426313,2e-05,0:00:19,0:00:21
0,1,0.7020625291868697,0.6790115237236023,0.6868144273757935,-0.0527298662552728,-0.032767324460761804,2.9999999999999997e-05,0:00:19,0:00:20
1,2,0.7037569270577542,0.6642244458198547,0.6788976192474365,0.035811472329361424,0.017580737626600396,2.9999999999999997e-05,0:00:19,0:00:20
2,3,0.6985224166581797,0.7677145004272461,0.7285592555999756,0.0,0.0,2.9999999999999997e-05,0:00:19,0:00:21
3,4,0.6391398137391999,0.5856261253356934,0.5418070554733276,0.3909776516139775,0.3069238065128044,2.9999999999999997e-05,0:00:19,0:00:20
4,5,0.4405018264471097,0.3961052596569061,0.4504069685935974,0.4382928588850457,0.42189318806164733,2.9999999999999997e-05,0:00:19,0:00:20
5,6,0.2775574924294339,0.5442540645599365,0.4915362596511841,0.4120638450173577,0.3386661266369649,2.9999999999999997e-05,0:00:19,0:00:20
6,7,0.1846596673130989,0.4169509410858154,0.4526143372058869,0.4119802002090062,0.3727446910426313,2.9999999999999997e-05,0:00:19,0:00:20
7,8,0.14552778974825212,0.6222359538078308,0.6627776026725769,0.450758417614941,0.4241061684201336,2.9999999999999997e-05,0:00:19,0:00:20
8,9,0.09848266379734458,0.5508091449737549,0.8728482127189636,0.3395481081457423,0.3395268320830929,2.9999999999999997e-05,0:00:19,0:00:20
9,10,0.07688258689026846,0.7105616331100464,0.7620157599449158,0.4287665850792829,0.4024295010845986,2.9999999999999997e-05,0:00:18,0:00:20
0,1,0.7259948128877685,0.7761543393135071,0.7355927824974059,0.0,0.0,5e-05,0:00:19,0:00:20
1,2,0.6857404833616212,0.4338061213493347,0.5300288200378418,0.2878901973006153,0.28715781738012125,5e-05,0:00:19,0:00:20
2,3,0.5136515650638315,0.3845137059688568,0.458968997001648,0.4277016050801715,0.41665454192734863,5e-05,0:00:19,0:00:20
3,4,0.4201971373932306,0.6956046223640442,0.6503616571426392,0.3626142939166968,0.308501158438781,5e-05,0:00:19,0:00:20
4,5,0.31600925733530244,0.38421469926834106,0.5723634958267212,0.3931140126612309,0.39201671431713214,5e-05,0:00:20,0:00:21
5,6,0.2526946213356284,0.4874200820922852,0.5205324292182922,0.3390935390407093,0.31826464208242944,5e-05,0:00:19,0:00:20
6,7,0.19121967485651029,0.4975962936878204,0.5423980355262756,0.4256041817178124,0.3840047628497718,5e-05,0:00:19,0:00:21
7,8,0.18578422775622025,0.378913015127182,0.5181121826171875,0.4329479986045324,0.41932725199543897,5e-05,0:00:19,0:00:20
8,9,0.11929129111732162,0.5359794497489929,0.6839562654495239,0.4852324836065214,0.4690198669246378,5e-05,0:00:19,0:00:20
9,10,0.11403451804721425,0.4729008674621582,0.8486508131027222,0.38317823018834296,0.3822034417294384,5e-05,0:00:19,0:00:20
