epoch,Training Loss,Valid. Loss,Pearson,Pearson Some,Kappa,Kappa Some,Learning Rate,Dropout,Hidden Size,Training Time,Validation Time
1,1.6681506966435633,1.8516648732698882,0.027174935496400827,0.12943649311352667,0.011810353942837915,0.1201991062842922,0.1,0.1,25,0:00:00,0:00:00
2,1.6689002818839496,1.9074921699670644,0.07239437062952542,-0.07146149610469912,0.03179234691490851,-0.04852802386823751,0.1,0.1,25,0:00:00,0:00:00
3,1.6363828043605007,1.6094594093469472,0.20308825116520274,0.04988128716010943,0.17261958832185753,0.046132572302803765,0.1,0.1,25,0:00:00,0:00:00
4,1.613845054493394,1.466689293201153,0.007162193802272912,0.06284589710324011,0.005567726552003771,0.01999209583123218,0.1,0.1,25,0:00:00,0:00:00
5,1.5683110869208048,1.7143944685275738,0.13492366700968375,0.15729567183475543,0.08530710475714098,0.1489476137545268,0.1,0.1,25,0:00:00,0:00:00
6,1.5770562000052875,1.5931989413041334,0.036186961223534535,-0.09967615077878753,0.03252535099085829,-0.08374154420340574,0.1,0.1,25,0:00:00,0:00:00
7,1.597095672474351,1.5942734479904175,0.06928025858643165,-0.1161889084818757,0.04931009226140626,-0.09918316891678991,0.1,0.1,25,0:00:00,0:00:00
8,1.4999660946602045,1.5007151456979604,0.14314389742327258,0.05681962946186913,0.07124055506810578,0.03954926480692589,0.1,0.1,25,0:00:00,0:00:00
9,1.4943532832833224,1.712372926565317,0.00016586609123542674,-0.039217519505712645,4.6118328780320184e-05,-0.02087519870429788,0.1,0.1,25,0:00:00,0:00:00
10,1.4920385771019513,1.8325170553647554,0.017700957341886314,-0.04395538914164709,0.006246546707566414,-0.02672426205903511,0.1,0.1,25,0:00:00,0:00:00
1,1.3587565311165744,1.4264412109668438,0.32717892027356466,0.13250146633166415,0.22799625468164786,0.12127925242679338,0.01,0.1,25,0:00:00,0:00:00
2,1.2300348545229711,1.2263140219908495,0.3884321408565048,0.14515216863186622,0.3831056904770397,0.1209047166630911,0.01,0.1,25,0:00:00,0:00:00
3,1.0934536263000134,1.4629216194152832,0.34355195238202024,0.203737290124808,0.275524608124052,0.20322566507428674,0.01,0.1,25,0:00:00,0:00:00
4,0.9939279791920684,1.5515350378476656,0.38831658988269396,0.15920822509919264,0.30960512378859417,0.15661621672913617,0.01,0.1,25,0:00:00,0:00:00
5,0.8800508809644122,1.4054564879490778,0.3368534666762144,0.1806754506275845,0.3299024824241579,0.15022271390724629,0.01,0.1,25,0:00:00,0:00:00
6,0.800461565339288,1.709292851961576,0.42983130952914095,0.3368465034246408,0.38687853511455417,0.3086301021129748,0.01,0.1,25,0:00:00,0:00:00
7,0.7695489900056706,1.7181362280478845,0.3389809042468753,0.1843618300251007,0.2721632783850181,0.1752144053029009,0.01,0.1,25,0:00:00,0:00:00
8,0.6841813249643459,1.7252965110998888,0.36433448255041384,0.19390637312081804,0.33220763151406896,0.17799111620576014,0.01,0.1,25,0:00:00,0:00:00
9,0.6683498094248217,1.6721088611162627,0.37248490946754853,0.25221871615065505,0.35183483489482403,0.2275058007963563,0.01,0.1,25,0:00:00,0:00:00
10,0.6176616563353428,1.6727720911686237,0.37296603748494417,0.21050238862741985,0.35726330051575195,0.18585592605529733,0.01,0.1,25,0:00:00,0:00:00
1,1.3803762447002321,1.3454775260044978,0.18389779696708225,0.09738298700472958,0.1651519951289151,0.08135533784820381,0.001,0.1,25,0:00:00,0:00:00
2,1.2967430769011032,1.24719526217534,0.37620352618780917,0.06843994211615148,0.3751965348995263,0.05556211480790563,0.001,0.1,25,0:00:00,0:00:00
3,1.1910894402237826,1.2106970869577849,0.48128036975923216,0.2043410127184139,0.44778462454551193,0.1907002154976174,0.001,0.1,25,0:00:00,0:00:00
4,1.1072815268538718,1.2463481334539561,0.5130827051781408,0.26973557742795223,0.4345131857683775,0.24366164075355123,0.001,0.1,25,0:00:00,0:00:00
5,1.0468956647917282,1.1719330365841205,0.4312345287062551,0.1864797719964467,0.4051237122745537,0.17860711947344854,0.001,0.1,25,0:00:00,0:00:00
6,0.995972941088122,1.1895766716737013,0.5002429498453657,0.21748184767024195,0.4577841218188987,0.21399241328066954,0.001,0.1,25,0:00:00,0:00:00
7,0.93641230117443,1.385085954115941,0.46577565962320827,0.30036919132491424,0.3674145142353977,0.28279933267741797,0.001,0.1,25,0:00:00,0:00:00
8,0.8989264341287835,1.1987183025250068,0.46340385479404367,0.2099663880838239,0.42591460438640205,0.20715220235499343,0.001,0.1,25,0:00:00,0:00:00
9,0.845138221286064,1.386046106998737,0.47498333993887415,0.3087777959140908,0.41894076257487867,0.2875952224207655,0.001,0.1,25,0:00:00,0:00:00
10,0.8186361165933831,1.3644038026149456,0.5121781289865336,0.3517534041600427,0.4391427506857186,0.33257501895785935,0.001,0.1,25,0:00:00,0:00:00
1,1.396018294400947,1.4325179686913123,0.032472229691268374,0.12507815948118195,0.012327200476433986,0.11135737793001543,0.0001,0.1,25,0:00:00,0:00:00
2,1.3825394386468932,1.406275409918565,0.14126831012531949,0.17903967710343596,0.051073941488705143,0.1535749916860658,0.0001,0.1,25,0:00:00,0:00:00
3,1.3713746486708176,1.38006146137531,0.1466671773002251,0.18761682982098335,0.06559749249053137,0.17571106644740864,0.0001,0.1,25,0:00:00,0:00:00
4,1.3575374608816102,1.3643517035704393,0.1575768978316105,0.17361685314412603,0.07355384536975695,0.16528925619834722,0.0001,0.1,25,0:00:00,0:00:00
5,1.3453092741411785,1.3478602904539843,0.18244250123764102,0.12361191368657672,0.1468656462343778,0.11742758959253818,0.0001,0.1,25,0:00:00,0:00:00
6,1.3337017436360203,1.331537044965304,0.24153342226284116,0.1365117261849513,0.22033914201571903,0.1211494561568417,0.0001,0.1,25,0:00:00,0:00:00
7,1.31513777444529,1.3181076416602502,0.22483598172754554,0.16404041016117782,0.2084974676420932,0.14165047285917864,0.0001,0.1,25,0:00:00,0:00:00
8,1.3031759123469508,1.3038033246994019,0.28582103327609615,0.15448875340178486,0.2686093574453883,0.134001062296077,0.0001,0.1,25,0:00:00,0:00:00
9,1.2826882378999578,1.2852714703633235,0.326029797673004,0.17448428039039424,0.32036701746444873,0.1399751097137616,0.0001,0.1,25,0:00:00,0:00:00
10,1.272006775057593,1.2813840829409087,0.37075406528350974,0.20010967830103948,0.35838570269301173,0.17248270177103886,0.0001,0.1,25,0:00:00,0:00:00
1,1.3962852982587592,1.425491369687594,0.015708773388945052,-0.04773708043390719,0.00653049650122195,-0.032817406285603035,1e-05,0.1,25,0:00:00,0:00:00
2,1.3961004185122112,1.4234214654335609,0.04610087919396559,-0.039394982967932375,0.0196624838695324,-0.02672249924240333,1e-05,0.1,25,0:00:00,0:00:00
3,1.3934998844945155,1.4201463919419508,0.05341521993422185,-0.05614730411916144,0.022922659995830763,-0.037680760225864196,1e-05,0.1,25,0:00:00,0:00:00
4,1.3933891390645228,1.4170781740775475,0.05885717116168027,-0.048562361956300204,0.02520994336411564,-0.03247820394975065,1e-05,0.1,25,0:00:00,0:00:00
5,1.3904200404189353,1.4140639855311468,0.06270888775142935,-0.04718540129729696,0.02833758491377114,-0.0328054611281543,1e-05,0.1,25,0:00:00,0:00:00
6,1.390124659205592,1.4118327360886793,0.0924270795200564,-0.023574877053723145,0.04170061518982304,-0.015988086206412122,1e-05,0.1,25,0:00:00,0:00:00
7,1.3884149235348369,1.4092092789136446,0.0943311634259023,-0.04684696993137577,0.04564380229898368,-0.03332686389220063,1e-05,0.1,25,0:00:00,0:00:00
8,1.388359640919885,1.4066882316882794,0.09656958149529692,0.02915856218869383,0.048920473329779,0.02201463845299456,1e-05,0.1,25,0:00:00,0:00:00
9,1.3861130642336468,1.404536091364347,0.12065565237620658,-0.00868067235772617,0.060370584513672165,-0.006380561139760488,1e-05,0.1,25,0:00:00,0:00:00
10,1.3849279603292777,1.4033044301546538,0.11597963492906685,-0.048351761754163974,0.06190080561597422,-0.03713184452879048,1e-05,0.1,25,0:00:00,0:00:00
